Gene,Metabolite,Correlation
Dapma7bEVm003032,184_9605497,-0.57112435
Dapma7bEVm003109,184_9605497,-0.580436746
Dapma7bEVm003111,184_9605497,-0.555511042
Dapma7bEVm003181,184_9605497,-0.58640876
Dapma7bEVm003239,184_9605497,-0.63879589
Dapma7bEVm003334,184_9605497,-0.566264787
Dapma7bEVm003427,184_9605497,-0.542332274
Dapma7bEVm003032,186_0616645,-0.524158729
Dapma7bEVm003109,186_0616645,-0.578872186
Dapma7bEVm003111,186_0616645,-0.567490127
Dapma7bEVm003181,186_0616645,-0.555014861
Dapma7bEVm003223,186_0616645,-0.520284398
Dapma7bEVm003239,186_0616645,-0.61313095
Dapma7bEVm003334,186_0616645,-0.574413522
Dapma7bEVm003427,186_0616645,-0.521923112
Dapma7bEVm003032,188_0409255,-0.503936201
Dapma7bEVm003109,188_0409255,-0.502005244
Dapma7bEVm003111,188_0409255,-0.50096015
Dapma7bEVm003181,188_0409255,-0.530722375
Dapma7bEVm003239,188_0409255,-0.610882323
Dapma7bEVm003334,188_0409255,-0.511859705
Dapma7bEVm003032,200_0772426,-0.573196815
Dapma7bEVm003109,200_0772426,-0.594967331
Dapma7bEVm003111,200_0772426,-0.640124204
Dapma7bEVm003181,200_0772426,-0.623481
Dapma7bEVm003195,200_0772426,-0.51074215
Dapma7bEVm003223,200_0772426,-0.559252698
Dapma7bEVm003239,200_0772426,-0.649863017
Dapma7bEVm003251,200_0772426,-0.563465665
Dapma7bEVm003334,200_0772426,-0.615344137
Dapma7bEVm003427,200_0772426,-0.617570621
Dapma7bEVm003440,200_0772426,-0.545313923
Dapma7bEVm003032,200_9735111,-0.572910634
Dapma7bEVm003109,200_9735111,-0.593446386
Dapma7bEVm003111,200_9735111,-0.570700589
Dapma7bEVm003181,200_9735111,-0.580861642
Dapma7bEVm003239,200_9735111,-0.637803222
Dapma7bEVm003334,200_9735111,-0.570301857
Dapma7bEVm003427,200_9735111,-0.537045445
Dapma7bEVm003032,201_9743187,-0.58091043
Dapma7bEVm003109,201_9743187,-0.587674265
Dapma7bEVm003111,201_9743187,-0.561408226
Dapma7bEVm003181,201_9743187,-0.586524152
Dapma7bEVm003223,201_9743187,-0.504662348
Dapma7bEVm003239,201_9743187,-0.637464843
Dapma7bEVm003334,201_9743187,-0.575389186
Dapma7bEVm003427,201_9743187,-0.548685308
Dapma7bEVm003032,202_0565338,-0.509403375
Dapma7bEVm003239,202_0565338,-0.547812921
Dapma7bEVm003239,203_0557767,-0.500676026
Dapma7bEVm003239,204_8970692,-0.508076983
Dapma7bEVm003239,206_9224264,-0.515715246
Dapma7bEVm003239,211_0821757,-0.502712957
Dapma7bEVm003239,213_0015638,-0.524569645
Dapma7bEVm003032,214_9893542,-0.577914703
Dapma7bEVm003109,214_9893542,-0.562547318
Dapma7bEVm003111,214_9893542,-0.532856346
Dapma7bEVm003181,214_9893542,-0.562860429
Dapma7bEVm003239,214_9893542,-0.623625879
Dapma7bEVm003334,214_9893542,-0.551959095
Dapma7bEVm003427,214_9893542,-0.524089719
Dapma7bEVm003032,215_0519749,-0.547558606
Dapma7bEVm003109,215_0519749,-0.535891994
Dapma7bEVm003111,215_0519749,-0.513334091
Dapma7bEVm003181,215_0519749,-0.52451656
Dapma7bEVm003239,215_0519749,-0.562579631
Dapma7bEVm003334,215_0519749,-0.532585576
Dapma7bEVm003239,215_0771164,-0.527968255
Dapma7bEVm003239,215_9903209,-0.511141711
Dapma7bEVm003032,218_9844358,-0.556040892
Dapma7bEVm003109,218_9844358,-0.576151247
Dapma7bEVm003111,218_9844358,-0.545331081
Dapma7bEVm003181,218_9844358,-0.561986566
Dapma7bEVm003239,218_9844358,-0.623058507
Dapma7bEVm003334,218_9844358,-0.555404075
Dapma7bEVm003427,218_9844358,-0.535838421
Dapma7bEVm003239,238_0460383,0.510588591
Dapma7bEVm003239,260_0985656,-0.501801664
Dapma7bEVm003032,264_0772566,-0.529747578
Dapma7bEVm003109,264_0772566,-0.545946538
Dapma7bEVm003111,264_0772566,-0.572939588
Dapma7bEVm003181,264_0772566,-0.536342362
Dapma7bEVm003239,264_0772566,-0.590263295
Dapma7bEVm003251,264_0772566,-0.508911122
Dapma7bEVm003334,264_0772566,-0.540999375
Dapma7bEVm003427,264_0772566,-0.546948451
Dapma7bEVm003152,266_0343253,0.560162938
Dapma7bEVm003185,266_0343253,0.514270196
Dapma7bEVm003239,283_0856581,-0.526325615
Dapma7bEVm003032,285_0828087,-0.537735443
Dapma7bEVm003109,285_0828087,-0.539876702
Dapma7bEVm003181,285_0828087,-0.523268096
Dapma7bEVm003239,285_0828087,-0.623759281
Dapma7bEVm003334,285_0828087,-0.515850228
Dapma7bEVm003239,295_1066289,-0.54697655
Dapma7bEVm003239,304_0175702,0.543548047
Dapma7bEVm003239,305_0016376,0.500084151
Dapma7bEVm003109,370_0403345,-0.526265172
Dapma7bEVm003239,370_0403345,-0.502601579
Dapma7bEVm003109,144_9980713,-0.532157094
Dapma7bEVm003239,144_9980713,-0.537482114
Dapma7bEVm003239,162_963925,-0.503023057
Dapma7bEVm003239,178_9770747,-0.505545077
Dapma7bEVm003097,180_0641465,0.514551867
Dapma7bEVm003152,180_0641465,0.547986257
Dapma7bEVm003185,180_0641465,0.554612149
Dapma7bEVm003032,202_0234296,-0.54352881
Dapma7bEVm003109,202_0234296,-0.536753142
Dapma7bEVm003111,202_0234296,-0.508548793
Dapma7bEVm003181,202_0234296,-0.527233027
Dapma7bEVm003239,202_0234296,-0.591006086
Dapma7bEVm003334,202_0234296,-0.500949891
Dapma7bEVm003152,202_0471853,0.526769263
Dapma7bEVm003185,202_0471853,0.523978886
Dapma7bEVm003032,203_0200539,-0.536676864
Dapma7bEVm003109,203_0200539,-0.536901091
Dapma7bEVm003111,203_0200539,-0.530311368
Dapma7bEVm003181,203_0200539,-0.539349004
Dapma7bEVm003239,203_0200539,-0.616361009
Dapma7bEVm003334,203_0200539,-0.502570516
Dapma7bEVm003032,203_0281616,-0.55613575
Dapma7bEVm003109,203_0281616,-0.554352395
Dapma7bEVm003111,203_0281616,-0.538772957
Dapma7bEVm003181,203_0281616,-0.559606322
Dapma7bEVm003239,203_0281616,-0.627706685
Dapma7bEVm003334,203_0281616,-0.511521958
Dapma7bEVm003032,204_0250246,-0.526292233
Dapma7bEVm003109,204_0250246,-0.512859803
Dapma7bEVm003111,204_0250246,-0.500565235
Dapma7bEVm003181,204_0250246,-0.521506604
Dapma7bEVm003239,204_0250246,-0.590108501
Dapma7bEVm003032,210_0245447,-0.566174973
Dapma7bEVm003109,210_0245447,-0.57466893
Dapma7bEVm003111,210_0245447,-0.520624974
Dapma7bEVm003181,210_0245447,-0.534019651
Dapma7bEVm003239,210_0245447,-0.623015614
Dapma7bEVm003334,210_0245447,-0.544214558
Dapma7bEVm003032,228_0363422,-0.555915054
Dapma7bEVm003109,228_0363422,-0.565807368
Dapma7bEVm003111,228_0363422,-0.514698892
Dapma7bEVm003181,228_0363422,-0.52650536
Dapma7bEVm003239,228_0363422,-0.629571698
Dapma7bEVm003334,228_0363422,-0.527602977
Dapma7bEVm003032,230_0520209,-0.560339224
Dapma7bEVm003109,230_0520209,-0.581892988
Dapma7bEVm003111,230_0520209,-0.513646455
Dapma7bEVm003181,230_0520209,-0.527720605
Dapma7bEVm003239,230_0520209,-0.625290793
Dapma7bEVm003334,230_0520209,-0.536654004
Dapma7bEVm003032,236_0525828,-0.555980181
Dapma7bEVm003109,236_0525828,-0.578457098
Dapma7bEVm003111,236_0525828,-0.525976489
Dapma7bEVm003181,236_0525828,-0.54495441
Dapma7bEVm003239,236_0525828,-0.617677816
Dapma7bEVm003334,236_0525828,-0.518672156
Dapma7bEVm003377,241_0305254,0.510034279
Dapma7bEVm003476,241_0305254,0.506190874
Dapma7bEVm003109,242_0186893,-0.502360116
Dapma7bEVm003109,243_015558,-0.515369903
Dapma7bEVm003239,243_015558,-0.504628951
Dapma7bEVm003152,248_0540115,0.516444758
Dapma7bEVm003403,249_0801226,-0.509505445
Dapma7bEVm003032,258_0842264,-0.560397335
Dapma7bEVm003109,258_0842264,-0.617408349
Dapma7bEVm003111,258_0842264,-0.613336009
Dapma7bEVm003181,258_0842264,-0.582183036
Dapma7bEVm003195,258_0842264,-0.509664298
Dapma7bEVm003223,258_0842264,-0.515118164
Dapma7bEVm003239,258_0842264,-0.635810544
Dapma7bEVm003251,258_0842264,-0.50557472
Dapma7bEVm003334,258_0842264,-0.613532839
Dapma7bEVm003427,258_0842264,-0.586420546
Dapma7bEVm003440,258_0842264,-0.520970368
Dapma7bEVm003181,260_9821741,-0.508828772
Dapma7bEVm003239,260_9821741,-0.538298164
Dapma7bEVm003032,272_0998631,-0.569157413
Dapma7bEVm003109,272_0998631,-0.6070411
Dapma7bEVm003111,272_0998631,-0.618428085
Dapma7bEVm003181,272_0998631,-0.588356244
Dapma7bEVm003195,272_0998631,-0.52169781
Dapma7bEVm003223,272_0998631,-0.52672821
Dapma7bEVm003239,272_0998631,-0.650121497
Dapma7bEVm003334,272_0998631,-0.620402685
Dapma7bEVm003427,272_0998631,-0.59887519
Dapma7bEVm003440,272_0998631,-0.537181698
Dapma7bEVm003032,273_0389911,-0.531754323
Dapma7bEVm003109,273_0389911,-0.526548394
Dapma7bEVm003111,273_0389911,-0.537511609
Dapma7bEVm003181,273_0389911,-0.527791114
Dapma7bEVm003239,273_0389911,-0.584206095
Dapma7bEVm003403,275_0965013,-0.509214717
Dapma7bEVm003403,276_0998377,-0.505146525
Dapma7bEVm003403,277_0922419,-0.501053212
Dapma7bEVm003161,277_1121521,-0.503941652
Dapma7bEVm003403,277_1121521,-0.517130089
Dapma7bEVm003476,277_1121521,0.5069906
Dapma7bEVm003161,278_1154715,-0.507507558
Dapma7bEVm003403,278_1154715,-0.516021544
Dapma7bEVm003213,279_1079753,0.500833258
Dapma7bEVm003403,279_1079753,-0.519609036
Dapma7bEVm003152,284_0521787,0.551179784
Dapma7bEVm003185,284_0521787,0.540709795
Dapma7bEVm003249,284_0521787,0.502378772
Dapma7bEVm003032,286_0298948,-0.506603966
Dapma7bEVm003181,286_0298948,-0.525847681
Dapma7bEVm003239,286_0298948,-0.596858075
Dapma7bEVm003032,298_0397508,-0.525805475
Dapma7bEVm003109,298_0397508,-0.576451467
Dapma7bEVm003111,298_0397508,-0.507498832
Dapma7bEVm003181,298_0397508,-0.502222912
Dapma7bEVm003239,298_0397508,-0.571563563
Dapma7bEVm003334,298_0397508,-0.512478096
Dapma7bEVm003203,300_1641329,0.531431124
Dapma7bEVm003259,300_1641329,0.566744785
Dapma7bEVm003302,300_1641329,0.545448496
Dapma7bEVm003325,300_1641329,0.501576095
Dapma7bEVm003342,300_1641329,0.527662385
Dapma7bEVm003368,300_1641329,0.520638253
Dapma7bEVm003378,300_1641329,0.529352704
Dapma7bEVm003109,300_9464292,-0.530369563
Dapma7bEVm003032,301_0267766,-0.523625712
Dapma7bEVm003109,301_0267766,-0.587048234
Dapma7bEVm003111,301_0267766,-0.541285867
Dapma7bEVm003181,301_0267766,-0.559116609
Dapma7bEVm003239,301_0267766,-0.617389815
Dapma7bEVm003334,301_0267766,-0.538460999
Dapma7bEVm003239,302_9887637,-0.518068743
Dapma7bEVm003109,310_0090783,-0.500362616
Dapma7bEVm003032,310_0397478,-0.54444731
Dapma7bEVm003109,310_0397478,-0.544009545
Dapma7bEVm003181,310_0397478,-0.51055476
Dapma7bEVm003239,310_0397478,-0.606096427
Dapma7bEVm003334,310_0397478,-0.503182548
Dapma7bEVm003213,310_0605419,0.530443985
Dapma7bEVm003213,311_0543119,0.53060355
Dapma7bEVm003259,311_0543119,0.514980928
Dapma7bEVm003213,312_0761245,0.501224996
Dapma7bEVm003109,315_0055837,-0.541427874
Dapma7bEVm003111,315_0055837,-0.518745322
Dapma7bEVm003181,315_0055837,-0.536742913
Dapma7bEVm003239,315_0055837,-0.570335568
Dapma7bEVm003334,315_0055837,-0.509948657
Dapma7bEVm003109,315_0419893,-0.533826492
Dapma7bEVm003032,315_1156794,-0.583931665
Dapma7bEVm003109,315_1156794,-0.597016092
Dapma7bEVm003111,315_1156794,-0.56662101
Dapma7bEVm003181,315_1156794,-0.563650681
Dapma7bEVm003239,315_1156794,-0.653942027
Dapma7bEVm003334,315_1156794,-0.554044657
Dapma7bEVm003427,315_1156794,-0.5268067
Dapma7bEVm003239,317_0040222,-0.522508684
Dapma7bEVm003032,318_0557571,-0.563085353
Dapma7bEVm003109,318_0557571,-0.577359923
Dapma7bEVm003111,318_0557571,-0.514141341
Dapma7bEVm003181,318_0557571,-0.535754113
Dapma7bEVm003239,318_0557571,-0.608663416
Dapma7bEVm003334,318_0557571,-0.518364621
Dapma7bEVm003109,319_0215703,0.50911638
Dapma7bEVm003239,319_0215703,0.519488933
Dapma7bEVm003239,322_9241379,-0.535209934
Dapma7bEVm003032,329_0213144,-0.549448343
Dapma7bEVm003109,329_0213144,-0.587734804
Dapma7bEVm003111,329_0213144,-0.5552001
Dapma7bEVm003181,329_0213144,-0.573228624
Dapma7bEVm003239,329_0213144,-0.651104088
Dapma7bEVm003334,329_0213144,-0.540399621
Dapma7bEVm003427,329_0213144,-0.502177354
Dapma7bEVm003152,330_0570431,0.518602972
Dapma7bEVm003239,330_9832809,-0.555984424
Dapma7bEVm003239,331_0195293,-0.524702947
Dapma7bEVm003239,334_9700838,-0.50637246
Dapma7bEVm003239,336_9397921,-0.558454663
Dapma7bEVm003185,338_055618,0.508658044
Dapma7bEVm003109,340_9772586,-0.500921486
Dapma7bEVm003239,340_9772586,-0.512587948
Dapma7bEVm003239,342_9842593,-0.524575462
Dapma7bEVm003032,343_0369765,-0.573140696
Dapma7bEVm003109,343_0369765,-0.585325189
Dapma7bEVm003111,343_0369765,-0.563089833
Dapma7bEVm003181,343_0369765,-0.589533168
Dapma7bEVm003223,343_0369765,-0.502843904
Dapma7bEVm003239,343_0369765,-0.675489558
Dapma7bEVm003334,343_0369765,-0.556224414
Dapma7bEVm003427,343_0369765,-0.520000882
Dapma7bEVm003152,344_0726688,0.503990316
Dapma7bEVm003239,344_9990072,-0.576779127
Dapma7bEVm003239,353_0199682,-0.536863719
Dapma7bEVm003239,354_1019095,-0.50532038
Dapma7bEVm003239,359_0145206,-0.566330048
Dapma7bEVm003239,360_0153388,-0.567027357
Dapma7bEVm003239,360_0178904,-0.563829187
Dapma7bEVm003239,361_0187074,-0.50810848
Dapma7bEVm003239,368_0322747,-0.537876953
Dapma7bEVm003032,380_0423049,-0.507028785
Dapma7bEVm003109,380_0423049,-0.550139578
Dapma7bEVm003239,380_0423049,-0.547780922
Dapma7bEVm003109,382_9491381,-0.544890243
Dapma7bEVm003239,382_9491381,-0.525986276
Dapma7bEVm003109,383_1031398,-0.518236401
Dapma7bEVm003181,383_1031398,-0.520895525
Dapma7bEVm003239,383_1031398,-0.52633866
Dapma7bEVm003239,384_9914579,-0.512692844
Dapma7bEVm003239,392_0118514,-0.503497695
Dapma7bEVm003109,394_9953627,-0.522124257
Dapma7bEVm003111,394_9953627,-0.508302588
Dapma7bEVm003181,394_9953627,-0.522662767
Dapma7bEVm003239,394_9953627,-0.566017139
Dapma7bEVm003334,394_9953627,-0.519749198
Dapma7bEVm003032,397_1189827,-0.550862508
Dapma7bEVm003109,397_1189827,-0.565668686
Dapma7bEVm003111,397_1189827,-0.536517718
Dapma7bEVm003181,397_1189827,-0.537160605
Dapma7bEVm003239,397_1189827,-0.629393158
Dapma7bEVm003334,397_1189827,-0.522679056
Dapma7bEVm003239,399_0072781,-0.525280749
Dapma7bEVm003032,400_058901,-0.548068475
Dapma7bEVm003109,400_058901,-0.526152346
Dapma7bEVm003181,400_058901,-0.502591004
Dapma7bEVm003239,400_058901,-0.571988044
Dapma7bEVm003239,406_0247706,-0.509108582
Dapma7bEVm003239,410_9720177,-0.522636471
Dapma7bEVm003032,411_0245383,-0.541571614
Dapma7bEVm003109,411_0245383,-0.581809767
Dapma7bEVm003111,411_0245383,-0.559242848
Dapma7bEVm003181,411_0245383,-0.578540565
Dapma7bEVm003239,411_0245383,-0.631117241
Dapma7bEVm003334,411_0245383,-0.538499226
Dapma7bEVm003427,411_0245383,-0.510586399
Dapma7bEVm003239,412_9866158,-0.54197104
Dapma7bEVm003239,413_0228582,-0.53560273
Dapma7bEVm003239,418_9429181,-0.543656771
Dapma7bEVm003195,420_0401365,-0.517030474
Dapma7bEVm003334,420_0401365,-0.500049508
Dapma7bEVm003239,422_9901433,-0.516895441
Dapma7bEVm003032,425_0400369,-0.534988672
Dapma7bEVm003109,425_0400369,-0.552965545
Dapma7bEVm003111,425_0400369,-0.532715984
Dapma7bEVm003181,425_0400369,-0.555121234
Dapma7bEVm003239,425_0400369,-0.622526001
Dapma7bEVm003334,425_0400369,-0.516316044
Dapma7bEVm003239,427_0022181,-0.549719832
Dapma7bEVm003239,428_0060381,-0.502669809
Dapma7bEVm003109,428_0464016,-0.558272522
Dapma7bEVm003111,428_0464016,-0.501710491
Dapma7bEVm003223,428_0464016,-0.510669548
Dapma7bEVm003239,428_0464016,-0.581873731
Dapma7bEVm003239,437_0017034,-0.501679797
Dapma7bEVm003239,441_0177859,-0.543480732
Dapma7bEVm003239,442_0217194,-0.545606685
Dapma7bEVm003109,450_0282925,-0.510587089
Dapma7bEVm003239,450_0282925,-0.527654105
Dapma7bEVm003239,450_9638642,-0.50836866
Dapma7bEVm003239,466_9953133,-0.502904846
Dapma7bEVm003239,479_0122342,-0.541235872
Dapma7bEVm003239,481_0107468,-0.511198474
Dapma7bEVm003239,486_9308522,-0.532697129
Dapma7bEVm003032,493_0280264,-0.524175686
Dapma7bEVm003109,493_0280264,-0.522823098
Dapma7bEVm003111,493_0280264,-0.511835238
Dapma7bEVm003181,493_0280264,-0.523550344
Dapma7bEVm003239,493_0280264,-0.589059191
Dapma7bEVm003334,493_0280264,-0.502208474
Dapma7bEVm003239,494_99011,-0.506002868
Dapma7bEVm003239,495_0263598,-0.535121879
Dapma7bEVm003239,509_0042891,-0.524030246
Dapma7bEVm003181,593_270462,0.576391442
Dapma7bEVm003195,593_270462,0.568511254
Dapma7bEVm003223,593_270462,0.546906997
Dapma7bEVm003239,593_270462,0.55456263
Dapma7bEVm003279,593_270462,0.507015453
Dapma7bEVm003111,593_2767994,0.515992286
Dapma7bEVm003181,593_2767994,0.580041767
Dapma7bEVm003195,593_2767994,0.542385766
Dapma7bEVm003223,593_2767994,0.556132191
Dapma7bEVm003239,593_2767994,0.560491353
Dapma7bEVm003279,593_2767994,0.552247429
Dapma7bEVm003334,593_2767994,0.509135543
Dapma7bEVm003440,593_2767994,0.509052664
Dapma7bEVm003111,594_2738616,0.557878226
Dapma7bEVm003181,594_2738616,0.599366896
Dapma7bEVm003195,594_2738616,0.55588233
Dapma7bEVm003223,594_2738616,0.552705026
Dapma7bEVm003239,594_2738616,0.574090416
Dapma7bEVm003279,594_2738616,0.532807853
Dapma7bEVm003334,594_2738616,0.50744652
Dapma7bEVm003427,594_2738616,0.552172711
Dapma7bEVm003440,594_2738616,0.555432455
Dapma7bEVm003239,605_0273867,-0.50955485
Dapma7bEVm003715,71_99878495,-0.503606169
Dapma7bEVm003795,71_99878495,-0.514937747
Dapma7bEVm003715,72_99554843,-0.502248622
Dapma7bEVm003795,72_99554843,-0.511538795
Dapma7bEVm003795,95_01954538,-0.51524498
Dapma7bEVm003795,96_03006329,-0.503102214
Dapma7bEVm003795,102_0224628,-0.537030107
Dapma7bEVm003795,104_0098431,-0.505841984
Dapma7bEVm003864,104_0098431,-0.501672888
Dapma7bEVm003715,107_0080423,-0.503867895
Dapma7bEVm003795,107_0080423,-0.525190327
Dapma7bEVm003715,121_9938554,-0.502020219
Dapma7bEVm003795,121_9938554,-0.508235388
Dapma7bEVm003715,138_9643966,-0.504744195
Dapma7bEVm003795,138_9643966,-0.50346283
Dapma7bEVm003895,138_9643966,-0.527539177
Dapma7bEVm003715,148_0150336,-0.503877034
Dapma7bEVm003795,148_0150336,-0.504474959
Dapma7bEVm003795,155_0558511,-0.539851722
Dapma7bEVm003715,158_0304838,-0.537608696
Dapma7bEVm003795,158_0304838,-0.551435709
Dapma7bEVm003864,158_0304838,-0.518159578
Dapma7bEVm003895,158_0304838,-0.526009421
Dapma7bEVm003715,182_9630109,-0.569849302
Dapma7bEVm003795,182_9630109,-0.576727188
Dapma7bEVm003800,182_9630109,-0.523189678
Dapma7bEVm003828,182_9630109,-0.512199968
Dapma7bEVm003864,182_9630109,-0.527540188
Dapma7bEVm003894,182_9630109,-0.502986578
Dapma7bEVm003895,182_9630109,-0.534057482
Dapma7bEVm003906,182_9630109,-0.513436495
Dapma7bEVm003715,183_9638,-0.566367265
Dapma7bEVm003795,183_9638,-0.564371463
Dapma7bEVm003800,183_9638,-0.507557048
Dapma7bEVm003828,183_9638,-0.523707276
Dapma7bEVm003864,183_9638,-0.519259503
Dapma7bEVm003894,183_9638,-0.524660881
Dapma7bEVm003895,183_9638,-0.527473784
Dapma7bEVm003906,183_9638,-0.516156549
Dapma7bEVm003715,184_9605497,-0.570724217
Dapma7bEVm003795,184_9605497,-0.567379744
Dapma7bEVm003800,184_9605497,-0.507427128
Dapma7bEVm003828,184_9605497,-0.520148975
Dapma7bEVm003864,184_9605497,-0.516358116
Dapma7bEVm003894,184_9605497,-0.515436063
Dapma7bEVm003895,184_9605497,-0.531823396
Dapma7bEVm003906,184_9605497,-0.513146188
Dapma7bEVm003715,186_0616645,-0.556958495
Dapma7bEVm003795,186_0616645,-0.584343654
Dapma7bEVm003800,186_0616645,-0.545103114
Dapma7bEVm003828,186_0616645,-0.51018599
Dapma7bEVm003895,186_0616645,-0.513630175
Dapma7bEVm003906,186_0616645,-0.513150917
Dapma7bEVm003715,188_0409255,-0.518096877
Dapma7bEVm003795,188_0409255,-0.504699325
Dapma7bEVm003895,188_0409255,-0.501770769
Dapma7bEVm003584,200_0772426,-0.557150936
Dapma7bEVm003715,200_0772426,-0.634902315
Dapma7bEVm003747,200_0772426,-0.547117729
Dapma7bEVm003777,200_0772426,-0.542270986
Dapma7bEVm003795,200_0772426,-0.638849469
Dapma7bEVm003800,200_0772426,-0.603413319
Dapma7bEVm003818,200_0772426,-0.568805618
Dapma7bEVm003828,200_0772426,-0.557095669
Dapma7bEVm003894,200_0772426,-0.560157965
Dapma7bEVm003895,200_0772426,-0.569372521
Dapma7bEVm003906,200_0772426,-0.595226494
Dapma7bEVm003963,200_0772426,-0.522777099
Dapma7bEVm003715,200_9735111,-0.569362955
Dapma7bEVm003795,200_9735111,-0.578203084
Dapma7bEVm003800,200_9735111,-0.528059512
Dapma7bEVm003828,200_9735111,-0.502013522
Dapma7bEVm003864,200_9735111,-0.537188539
Dapma7bEVm003895,200_9735111,-0.527011991
Dapma7bEVm003715,201_9743187,-0.575237813
Dapma7bEVm003795,201_9743187,-0.576016271
Dapma7bEVm003800,201_9743187,-0.513872294
Dapma7bEVm003828,201_9743187,-0.520559548
Dapma7bEVm003864,201_9743187,-0.518610014
Dapma7bEVm003894,201_9743187,-0.519599071
Dapma7bEVm003895,201_9743187,-0.532959313
Dapma7bEVm003906,201_9743187,-0.513395638
Dapma7bEVm003715,214_9893542,-0.554274936
Dapma7bEVm003795,214_9893542,-0.541439884
Dapma7bEVm003828,214_9893542,-0.508816281
Dapma7bEVm003864,214_9893542,-0.514430737
Dapma7bEVm003894,214_9893542,-0.504674002
Dapma7bEVm003895,214_9893542,-0.504122111
Dapma7bEVm003906,214_9893542,-0.50789101
Dapma7bEVm003715,215_0519749,-0.529494788
Dapma7bEVm003795,215_0519749,-0.516751246
Dapma7bEVm003715,218_9844358,-0.55663865
Dapma7bEVm003795,218_9844358,-0.563980116
Dapma7bEVm003894,218_9844358,-0.502102071
Dapma7bEVm003895,218_9844358,-0.524242843
Dapma7bEVm003906,218_9844358,-0.50262971
Dapma7bEVm003715,264_0772566,-0.564967955
Dapma7bEVm003795,264_0772566,-0.539450306
Dapma7bEVm003934,266_0343253,0.505339424
Dapma7bEVm003795,285_0828087,-0.50243222
Dapma7bEVm003864,285_0828087,-0.504429644
Dapma7bEVm003715,370_0403345,-0.501136251
Dapma7bEVm003795,370_0403345,-0.507743195
